アメイジング ドリーム,http://concafenavi.com/dream-action/,店名,アメイジング ドリーム,ジャンル,アメイジングメイドバー,TEL,"03-5256-4130
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区外神田3-14-7　東雲堂ビル2F,交通手段,秋葉原駅より徒歩６分　徒歩ルート（Google map）,営業時間,"平日、土曜　18:00～23:00
日、祭日　15:00～23:00",定休日,不定休,予算,"3つのシステムからお選びいただけます。
システム1
700円/30分
ソフトドリンク100円　アルコール300円
ファーストドリンク制ですので、最初の一杯のみでも御滞在いただけます。
システム2
800円/60分
ソフトドリンク600円　アルコール800円
1時間1ドリンク制となります。一時間毎のドリンクオーダーで御滞在いただけます。
システム3
2600円/60分のチャージ込み飲み放題プランです。
各種自動延長になります
混雑時には延長が出来ない場合がございますのでご了承ください。
お会計時に10％税サ頂いておりますので予めご了承ください。",支払い方法,"クレジットカード可
（VISA,AMEX,MASTER,JCB）",席数,24席,予約,—,貸切,—,団体利用,—,飲酒,可,禁煙・喫煙,喫煙席、禁煙席あり,駐車場,無し,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,https://dream-action.net/,公式Twitter,—,備考,—,クーポン,—,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
maid BAR FAIRYTALE,http://concafenavi.com/maid-bar-fairytale/,店名,maid BAR FAIRYTALE,ジャンル,メイドBAR（コンセプトカフェ・コンカフェ）,TEL,"03-3366-0063
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都新宿区百人町1丁目20-15　ミツオキビル3F,交通手段,大久保駅徒歩1分　徒歩ルート（Google map）,営業時間,"日～木　18:00～24:00（L.O フード23:00 ドリンク23:30）
金土祝前日　18:00～5:00（L.O フード4:00 ドリンク4:30）",定休日,無し,予算,"当店は時間制ではありません。
ワンチャージ+ご飲食代になっております。
チャージ　¥1,000-
ドリンク　¥700〜
フード　¥500〜
チェキ　ソロ¥600- ツーショット¥1,000-
メイドさんへのカラオケリクエスト　¥300-",支払い方法,現金またはカード,席数,—,予約,—,貸切,—,団体利用,—,飲酒,可,禁煙・喫煙,可,駐車場,—,Wifi・無線LAN,あり,外国語メニュー,—,ホームページ,http://fairytale.moo.jp/,備考,—,クーポン,コンカフェナビ見たで「–」
Beat♥Sweet 田無店,http://concafenavi.com/beat-sweet-tanashi/,店名,Beat♥Sweet 田無店,ジャンル,メイドカフェ&バー,TEL,"042-452-6939
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都西東京市南町4-4-2　プリンスプラザ田無1階,交通手段,西武新宿線 田無駅より徒歩3分　徒歩ルート（Google map）,営業時間,19:00〜5:00,定休日,月曜日,予算,"2,800円",支払い方法,クレジットカード可,席数,12席（カウンター）,予約,可,貸切,不可,団体利用,可,飲酒,可,禁煙・喫煙,可,駐車場,—,Wifi・無線LAN,なし,外国語メニュー,なし
アカシウス寄宿舎学園,http://concafenavi.com/acasius/,店名,アカシウス寄宿舎学園,ジャンル,ロールプレイングカフェ（コンセプトカフェ・コンカフェ）,TEL,非公開,住所,東京都豊島区東池袋1-23-7　ルネッサンス東池袋2F,交通手段,池袋駅より徒歩５分　徒歩ルート（Google map）,営業時間,"［月～金］
16:00～22:30（L.O.22:15）
［土・日・祝］
11:00～22:30（L.O.22:15）",定休日,不定休（3ヶ月に1日程度）,予算,"１時間につき
平日：男性１７６０円(税抜)、女性１２０４円(税抜)
土日祝日：男性１９４５円(税抜)、女性１３８９円(税抜)
※割り引きサービス※
２名様割りを行っております。
★２名割★
２名様以上で、ご一緒にご来訪頂きますと
お一人様税込み価格から、２００円引きとなります。
※追加時間チャージ※
１時間を過ぎてからは、１０分ごとに男性２８６円・女性１９１円かかります。
こちらからは時間の申告はいたしませんので、ご注意ください。
混雑時は、滞在可能時間が９０分までとなります、ご了承下さいませ
別料金で、カクテル・アルコール・お食事が、ご注文できるようになっております。
また初回のみ、初回ご登録料といたしまして、９３円(税抜)頂戴しております。
お会計は、テーブル会計になりますので、お帰りになる際は、生徒をお呼びください。",支払い方法,クレジットカード不可,席数,30席,予約,—,貸切,可,団体利用,可,飲酒,可,禁煙・喫煙,店内禁煙(喫煙スペースあり),駐車場,"無
近くの有料駐車場：東池袋1-21-4池袋グロープ駐車場49台収容、ほか",Wifi・無線LAN,あり,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,http://www.acasius.jp/,公式Twitter,—,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,"—
「コンカフェナビ」を見たと言うとスムーズです♪"
アヴァンセ,http://concafenavi.com/avance-akiba/,店名,アヴァンセ,ジャンル,赤ずきんメイドカフェ（コンセプトカフェ・コンカフェ）,TEL,—,住所,東京都千代田区外神田1-8-4　銭谷ビル6F,交通手段,秋葉原駅より徒歩４分　徒歩ルート（Google map）,営業時間,14:00～24:00,定休日,年中無休,予算,—,支払い方法,クレジットカード可,席数,22席,予約,—,貸切,不可,団体利用,可,飲酒,可,禁煙・喫煙,可,駐車場,—,Wifi・無線LAN,無し,外国語メニュー,英語メニューあり,利用シーン,一緒にワイワイ楽しむ / マッタリした雰囲気 / 癒されたい / 男性向け / カップルでも楽しい / フード＆ドリンク / 個性的なサービス / 愛込め(おまじない),サービス,オリジナルグッズ / オリジナル制服 / チェキ、写真が撮れる / 指名が出来る / 誕生日特典あり / ポイントカードあり,ホームページ,—,公式Twitter,—,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
萌えちゃんねるBAR,http://concafenavi.com/moechbar/,店名,萌えちゃんねるBAR,ジャンル,コスプレBAR,TEL,"03-6205-5660
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都新宿区歌舞伎町1-13-4　黎昇ビル1階,交通手段,"新宿駅より徒歩6分　徒歩ルート（Google map）
西武新宿駅より徒歩3分　徒歩ルート（Google map）",営業時間,"月曜日　お休み
火曜日　お休み
水曜日　20:00～5:00
木曜日　20:00～5:00
金曜日　20:00～5:00
土曜日　20:00～5:00
日曜日　20:00～5:00",定休日,月曜日・火曜日,予算,"1,200円～",支払い方法,クレジットカード可,席数,"10席
（アットホームな雰囲気のカウンタバーです♪）",予約,可（要相談）,貸切,可（月、火のみご相談）,団体利用,可,飲酒,可,禁煙・喫煙,可,駐車場,—,Wifi・無線LAN,あり,外国語メニュー,なし,利用シーン,一緒にワイワイ楽しむ / マッタリした雰囲気 / 癒されたい / 男性向け / カップルでも楽しい / フード＆ドリンク / 個性的なサービス / 愛込め(おまじない),サービス,オリジナル制服 / チェキ、写真が撮れる
.Sweet（ドットスウィート）,http://concafenavi.com/dotsweet/,店名,.Sweet（ドットスウィート）,ジャンル,アイドルカフェ（コンセプトカフェ・コンカフェ）,TEL,"03-6262-9460
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区外神田1-6-3　アキバあそび館4F,交通手段,秋葉原駅より徒歩4分　徒歩ルート（Google map）,営業時間,"平日 15:00～23:00（LO. 22:30）
休日 13:00～23:00（LO. 22:30）",定休日,不定休,予算,"チャージ料　￥800/1H
ワンドリンクオーダー制　￥850～
飲み放題　￥900～",支払い方法,各種クレジットカードがご利用いただけます。,席数,—,予約,—,貸切,—,団体利用,—,飲酒,—,禁煙・喫煙,—,駐車場,—,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,http://dotsweet.jp/,公式Twitter,https://twitter.com/dotsweet01,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
SeeKa（シーカ）,http://concafenavi.com/seeka/,店名,SeeKa（シーカ）,ジャンル,ガールズバー（コンセプトカフェ・コンカフェ）,TEL,—,住所,東京都千代田区岩本町3-3-1　木村ビル2階,交通手段,"秋葉原駅 から徒歩7分　徒歩ルート（Google map）
岩本町駅 から徒歩3分　徒歩ルート（Google map）",営業時間,—,定休日,—,予算,—,支払い方法,—,席数,—,予約,—,貸切,—,団体利用,—,飲酒,—,禁煙・喫煙,—,駐車場,—,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,—,公式Twitter,https://twitter.com/SeeKa_AIL,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
@ネお,http://concafenavi.com/neo-cafe/,店名,@ネお,ジャンル,アイドルカフェ（コンセプトカフェ・コンカフェ）,TEL,"03-6452-9519
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区外神田3-15-6　小暮末広ビル5F,交通手段,秋葉原駅より徒歩6分　徒歩ルート（Google map）,営業時間,"17:00～23:00
(土日祝は12:00～)",定休日,毎週月曜日はアイドル活動のためおやすみになります。,予算,"60分800円+2オーダー制+1投票
drink800円～、food1000円～
推し投票券500円",支払い方法,クレジットカード可,席数,15席（カウンター11席、テーブル4席）,予約,可,貸切,不可,団体利用,可,飲酒,可,禁煙・喫煙,可,駐車場,—,Wifi・無線LAN,あり,外国語メニュー,無し,利用シーン,一緒にワイワイ楽しむ,サービス,チェキ、写真が撮れる / ポイントカードあり,ホームページ,—,公式Twitter,—,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
basicBar bB,http://concafenavi.com/basicbar-bb/,店名,basicBar bB,ジャンル,メイドバー（コンセプトカフェ・コンカフェ）,TEL,"03-5294-3262
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区神田佐久間町1-25　KTビル2F,交通手段,秋葉原駅より徒歩1分　徒歩ルート（Google map）,営業時間,"平日　18：00～23：30
（ラストオーダー23：00）
土日祝　17：00～23：30
（ラストオーダー 23：00）",定休日,無休(1月1日のみ休み),予算,チャージなし、一杯なんでも千円,支払い方法,クレジットカード不可,席数,—,予約,—,貸切,—,団体利用,—,飲酒,可,禁煙・喫煙,全面喫煙可,駐車場,無し,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,http://www.maid-bb.com/,公式Twitter,—,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
Ribbon,http://concafenavi.com/caferibbon/,店名,Ribbon,ジャンル,Cafe＆Bar（コンセプトカフェ・コンカフェ）,TEL,"03-6233-7432
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都新宿区歌舞伎町1-12-7　森田ビル2F,交通手段,新宿駅より徒歩7分　徒歩ルート（Google map）,営業時間,"月曜日～土曜日　18時～翌6時
日曜日・祝日　15時～翌6時",定休日,年中無休,予算,"チャージ
男性
19：00～22：00　600円（30分）
22：00～ラスト　800円（30分）
女性
19：00～22：00　300円（30分）
22：00～ラスト　400円（30分）",支払い方法,—,席数,—,予約,—,貸切,—,団体利用,—,飲酒,—,禁煙・喫煙,—,駐車場,—,Wifi・無線LAN,—,外国語メニュー,—,ホームページ,http://caferibbon.jp/,備考,—,クーポン,コンカフェナビ見たで「–」
@ほぉ〜むカフェ 秋葉原ドンキ店,http://concafenavi.com/cafe-athome-donki/,店名,@ほぉ〜むカフェ 秋葉原ドンキ店,ジャンル,メイド喫茶（コンセプトカフェ・コンカフェ）,TEL,"03-3254-7878
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区外神田4-3-3　ドン・キホーテ秋葉原店5F,交通手段,秋葉原駅から徒歩4分　徒歩ルート（Google map）,営業時間,"月 11:00 ~ 22:00
火 11:00 ~ 22:00
水 11:00 ~ 22:00
木 11:00 ~ 22:00
金 11:00 ~ 22:00
土 10:00 ~ 22:00
日 10:00 ~ 22:00
※L.O. 21:20",定休日,—,予算,"メニュー料金 + ご入場料
ご入場料
（学生のご主人様・お嬢様、およびお子様はご入場料が割引されます。）
大人　¥700
60歳以上　¥400
大学／専門大学生　¥600
高校生　¥500
小・中学生　¥400
小学生未満　無料",支払い方法,"現金のほか、以下のクレジットカード、電子マネーをご利用になれます。
クレジットカード
VISA
MasterCard
JCB
AMEX
銀聯
電子マネー
Suica
PASMO
Edy
iD
QUICPay",席数,60席,予約,予約不可,貸切,不可,団体利用,—,飲酒,可,禁煙・喫煙,喫煙スペースあり,駐車場,無し,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,https://www.cafe-athome.com/,公式Twitter,—,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
@ほぉ〜むカフェ 秋葉原本店,http://concafenavi.com/cafe-athome-akihabara/,店名,@ほぉ〜むカフェ 秋葉原本店,ジャンル,メイド喫茶（コンセプトカフェ・コンカフェ）,TEL,"03-5207-9779
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区外神田1-11-4,交通手段,秋葉原駅から徒歩3分　徒歩ルート（Google map）,営業時間,"月 11:00 ~ 22:00
火 11:00 ~ 22:00
水 11:00 ~ 22:00
木 11:00 ~ 22:00
金 11:00 ~ 22:00
土 10:00 ~ 22:00
日 10:00 ~ 22:00
※L.O. 21:20",定休日,—,予算,"メニュー料金 + ご入場料
ご入場料
（学生のご主人様・お嬢様、およびお子様はご入場料が割引されます。）
大人　¥700
60歳以上　¥400
大学／専門大学生　¥600
高校生　¥500
小・中学生　¥400
小学生未満　無料",支払い方法,"現金のほか、以下のクレジットカード、電子マネーをご利用になれます。
クレジットカード
VISA
MasterCard
JCB
AMEX
銀聯
電子マネー
Suica
PASMO
Edy
iD
QUICPay",席数,"160席
（フロアが3F、4F、5F、6F、7Fに分かれております）",予約,予約不可,貸切,不可,団体利用,—,飲酒,可,禁煙・喫煙,"完全禁煙
秋葉原ドンキホーテ5階にある「ドンキ店」のみ喫煙スペースがあります",駐車場,無し,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,https://www.cafe-athome.com/,公式Twitter,—,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
IDOLARIUM（アイドラリウム）,http://concafenavi.com/idolarium/,店名,IDOLARIUM（アイドラリウム）,ジャンル,アイドルコンセプトカフェ（コンカフェ）,TEL,—,住所,東京都千代田区外神田3-7-8　iNTASビル4階右手,交通手段,秋葉原駅 から徒歩８分　徒歩ルート（Google map）,営業時間,"平日　16時〜23時半
土日祝　13時〜23時半(23時last order)",定休日,—,予算,"チャージ料金（60分）　600円
１時間毎に１ドリンクオーダー制",支払い方法,—,席数,—,予約,—,貸切,—,団体利用,—,飲酒,可,禁煙・喫煙,—,駐車場,—,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,—,公式Twitter,https://twitter.com/cosmepresscafe,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
めいどりーみん 秋葉原 外神田一丁目店,http://concafenavi.com/maidreamin-sotokanda/,店名,めいどりーみん 秋葉原 外神田一丁目店,ジャンル,メイドカフェ,TEL,"03-6206-9974
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区外神田1-8-10　バウハウス2F,交通手段,"JR各線「秋葉原駅」より徒歩2分　徒歩ルート（Google map）
東京メトロ銀座線「末広町駅」より徒歩5分　徒歩ルート（Google map）",営業時間,"平日　　　　11:30～23:00
土日・祝日　10:30～23:00",定休日,"平日　　　　11:30～23:00
土日・祝日　10:30～23:00",予算,"1時間 500円 / 1オーダー
延長 500円 / 1オーダー",支払い方法,"クレジットカード可
銀聯カード利用可
電子決済「WeChatPay」「Alipay」「PayPay」がご利用頂けます。",席数,56席,予約,—,貸切,—,団体利用,—,飲酒,"もちろん飲めます。お酒を含め飲み放題は55種類から選べます。
シャンパンもワインなどもご用意しております。",禁煙・喫煙,不可,駐車場,—,Wifi・無線LAN,あり,外国語メニュー,—,ホームページ,https://maidreamin.com/shop/detail.html?id=7
メイド喫茶フィーユ,http://concafenavi.com/filles/,店名,メイド喫茶フィーユ,ジャンル,メイド喫茶（コンセプトカフェ・コンカフェ）,TEL,"03-5209-0210
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区外神田3-16-17　住吉ビル4F,交通手段,秋葉原駅から徒歩６分　徒歩ルート（Google map）,営業時間,"月～金　17時～23時
土日祝　13時～23時",定休日,"不定休
♥お休みの日はWebサイトやSNSでお知らせします♪",予算,"基本
初めて　90分　￥1,600
2回目以降　90分　￥1,900",支払い方法,"クレジットカード不可
ペイペイ使えます！",席数,"34席
（テーブル18名／カウンター16名）",予約,予約不可,貸切,不可,団体利用,—,飲酒,可,禁煙・喫煙,全面喫煙可,駐車場,無し,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,http://filles.jp/,公式Twitter,—,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
みけねこカフェ 秋葉原店,http://concafenavi.com/mikenekocafe-akihabara/,店名,みけねこカフェ 秋葉原店,ジャンル,メイド喫茶,TEL,"080-6754-4545
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区外神田3-8-17　渡辺ビル2F,交通手段,"末広町駅より徒歩2分　徒歩ルート（Google map）
秋葉原駅より徒歩7分　徒歩ルート（Google map）",営業時間,12:00〜Last,定休日,年中無休,予算,"1,000円",支払い方法,クレジットカード可,席数,18席（カウンター8席　テーブル10席）,予約,—,貸切,可,団体利用,不可,飲酒,可,禁煙・喫煙,可,駐車場,—,Wifi・無線LAN,あり,外国語メニュー,英語,ホームページ,http://mikenekocafe.com/
まほうにかけられて,http://concafenavi.com/mahokakebm/,店名,まほうにかけられて,ジャンル,女装カフェ&バー（コンセプトカフェ・コンカフェ）,TEL,"03-6907-3594
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都豊島区東池袋3-9-13　岩下ビルB1,交通手段,池袋駅から徒歩８分　徒歩ルート（Google map）,営業時間,"月～金曜　17時～23時
土・日曜・祝日　15時〜23時",定休日,不定期,予算,"最初の１時間　1,800円
1ドリンク、スナック、チャージ料込み
飲み放題プランあり（チャージ料込み）
1時間アルコール　2,500円
1時間ソフトドリンク　2,300円",支払い方法,クレジットカード可,席数,26席,予約,可,貸切,—,団体利用,—,飲酒,可,禁煙・喫煙,—,駐車場,—,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,https://mahokake.wixsite.com/mahokake,公式Twitter,https://twitter.com/mahokakebm,備考,「まほかけ」で検索してください！,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
Le Bijou（るびじゅー）,http://concafenavi.com/lebijou/,店名,Le Bijou（るびじゅー）,ジャンル,Cafe&Bar（コンセプトカフェ・コンカフェ）,TEL,"03-6262-9007
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区外神田3-10-7　ランドプール秋葉原2F,交通手段,秋葉原駅より徒歩6分　徒歩ルート（Google map）,営業時間,"平日　17:00～5:00
土　15:00～5:00
日・祝　13:00～5:00",定休日,金曜日,予算,"テーブルチャージ60分/800円+ドリンク
当店は60分1チャージで800円頂いております。
またチャージごとに2ドリンク以上のオーダーをお願い致します。
女性のお客様は最初のチャージ代金無料です♪
ただし60分ごとに2ドリンク以上の オーダーをお願いしております。
ドリンクオーダー数がチャージ数に対し少ない場合でも ドリンク(700円)を付けさせて頂きますことをご了承お願い致します。
その他、飲み放題プラン有り",支払い方法,クレジットカード可,席数,10席(カウンター),予約,可,貸切,不可,団体利用,可,飲酒,可,禁煙・喫煙,可,駐車場,—,Wifi・無線LAN,あり,外国語メニュー,英語メニューあり,利用シーン,一緒にワイワイ楽しむ / マッタリした雰囲気 / 癒されたい / カップルでも楽しい / フード＆ドリンク,サービス,誕生日特典あり / ポイントカードあり,ホームページ,https://lebijouakb.wixsite.com/lebijou,公式Twitter,—,備考,—,クーポン,—,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
Alice in Labyrinth,http://concafenavi.com/alice-in-labyrinth/,店名,Alice in Labyrinth（アリス イン ラビリンス）,ジャンル,コンセプトカフェ&バー,TEL,"03-6206-8262
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区外神田3-7-8　インタスビル2階,交通手段,"秋葉原駅 から徒歩８分　徒歩ルート（Google map）
末広町駅 から徒歩１分　徒歩ルート（Google map）",営業時間,"平日 17:00〜23:00
土日祝 12:00〜23:00",定休日,—,予算,—,支払い方法,クレジットカード可,席数,カウンター約10席、テーブル約8席,予約,—,貸切,—,団体利用,—,飲酒,—,禁煙・喫煙,—,駐車場,—,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,—,公式Twitter,https://twitter.com/Ali_Laby_akb,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
聖氷女教会,http://concafenavi.com/shj-akiba/,店名,聖氷女教会,ジャンル,ハードパンクメイドカフェ（コンセプトカフェ・コンカフェ）,TEL,—,住所,東京都千代田区外神田3-7-15　イサミヤ第6ビル2F,交通手段,秋葉原駅 から徒歩７分　徒歩ルート（Google map）,営業時間,23時〜29時,定休日,—,予算,—,支払い方法,—,席数,—,予約,—,貸切,—,団体利用,—,飲酒,—,禁煙・喫煙,—,駐車場,—,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,–/td>,サービス,—,ホームページ,—,公式Twitter,https://twitter.com/shj_akiba,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
Cafe de LOOP,http://concafenavi.com/cafe-de-loop/,店名,Cafe de LOOP,ジャンル,メイドダーツバー（コンセプトカフェ・コンカフェ）,TEL,"03-3252-0310
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区外神田3-1-2　明治ビル2F,交通手段,秋葉原駅から徒歩５分　徒歩ルート（Google map）,営業時間,"月～木・土 18:00～24:00
金・祝前日 18:00～翌5:00
日・祝日 17:00～23:00",定休日,—,予算,"・1時間1オーダー制
・サービス料15％",支払い方法,—,席数,—,予約,可,貸切,可,団体利用,可,飲酒,可,禁煙・喫煙,—,駐車場,—,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,https://www.loop-spacecafediner.co.jp/,公式Twitter,—,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
アフィリア・グランドロッジ,http://concafenavi.com/afilia-grandlodge/,店名,アフィリア・グランドロッジ,ジャンル,カフェテリア（コンセプトカフェ・コンカフェ）,TEL,"03-5927-8991
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都豊島区南池袋1-26-2　第3近代ビル5F,交通手段,池袋駅より徒歩2分　徒歩ルート（Google map）,営業時間,"平日
11:30〜14:30（L.O. 14:00）ランチメニューのみ
15:30〜23:00（L.O. 22:30）ディナーメニュー
土日祝
11:30〜23:00（L.O. 22:30）ディナーメニュー",定休日,なし,予算,1時間毎に700円（女性400円）のテーブルチャージ,支払い方法,クレジットカード可,席数,67席,予約,不可,貸切,可,団体利用,—,飲酒,可,禁煙・喫煙,完全禁煙,駐車場,無し,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,https://afilia.jp/shop/grandlodge/,公式Twitter,—,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,"—
「コンカフェナビ」を見たと言うとスムーズです♪"
milk planet,http://concafenavi.com/milk-planet/,店名,milk planet,ジャンル,めいどカフェ&バー,TEL,"03-6278-9595
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都新宿区歌舞伎町1-2-14　コリンズ15ビル7F,交通手段,新宿駅より徒歩7分　徒歩ルート（Google map）,営業時間,18:00〜29:00,定休日,なし,予算,—,支払い方法,クレジットカード可,席数,14席（カウンター7 ボックス1）,予約,可（前日までにお問い合わせください）,貸切,可,団体利用,可,飲酒,可,禁煙・喫煙,不可,駐車場,—,Wifi・無線LAN,あり,外国語メニュー,なし,ホームページ,http://milk-planet.com/
わんちゃんす,http://concafenavi.com/one-chance/,店名,わんちゃんす,ジャンル,メイドバー（コンセプトカフェ・コンカフェ）,TEL,"03-3525-8880
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区神田佐久間町1-20　2F,交通手段,秋葉原駅より徒歩20秒　徒歩ルート（Google map）,営業時間,18:00～翌4:30(L.O.4:00),定休日,毎日休まず営業中♡,予算,"わんちゃんすでは以下のシステムにて、明朗会計をお約束しております。
＜チャージ料＞
お一人様 1,000円のテーブルチャージ料をいただいております。
タイムチャージではございませんので、ごゆっくりお楽しみいただけます。
※閉店までのお時間中の再来店はチャージ料はいただきません。
※女性の場合、チャージ料が半額の500円となります。
＜消費税・サービス料＞
メニューは全て税抜価格となっております。
お会計時には、消費税+5%のサービス料を合わせていただいております。
よって、合計額 + サービス料 + チャージ料 の総額がお会計額となります。
＜注意事項＞
お1人様1時間に1品以上のオーダーをいただいております
お支払方法は現金のみとなりますので、ご注意ください。
わんちゃんすはテーブルチェック制となっておりますので、
お会計の際はお声がけいただき、お席に座ってお待ちください。",支払い方法,現金のみ,席数,—,予約,—,貸切,—,団体利用,—,飲酒,可,禁煙・喫煙,—,駐車場,—,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,https://one-chance-akb.com/,公式Twitter,https://twitter.com/one_chance_akb,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
れんてつかふぇ,http://concafenavi.com/rentetsucafe/,店名,れんてつかふぇ,ジャンル,鉄道居酒屋（コンセプトカフェ・コンカフェ）,TEL,"03-5829-9431
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区神田佐久間町3-31-3,交通手段,秋葉原駅より徒歩5分　徒歩ルート（Google map）,営業時間,平日　18：00～23：00（ラストオーダー22：30）,定休日,土日祝,予算,"チャージ500円（時間制限なし）
ドリンク540円より、その他フード類も充実してまいりました。
１時間に１オーダーをお願いしております。",支払い方法,クレジットカード決済・ICカード決済可,席数,19席,予約,—,貸切,"土日祝日、れんてつかふぇがお休みの日はかふぇレンタル行っております。
貸切も貸し出しもどちらもOKです。
お気軽にお問合せ下さい。",団体利用,—,飲酒,可,禁煙・喫煙,全席喫煙可,駐車場,—,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,https://rentetsu.net/rentetsucafe/,公式Twitter,—,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
coffret（コフレ）,http://concafenavi.com/ebisu-coffret/,店名,coffret（コフレ）,ジャンル,恵比寿初のメイドカフェ&BAR,TEL,"03-6661-2916
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都渋谷区恵比寿南1-2-3　TSビル2F,交通手段,恵比寿駅より徒歩2分　徒歩ルート（Google map）,営業時間,"月〜金 18:30〜翌5:00
土 17:00〜翌5:00
日 17:00〜23:30",定休日,なし,予算,"2,750円",支払い方法,クレジットカード可,席数,30席（カウンター７席 テーブル席18席）,予約,可,貸切,可,団体利用,可,飲酒,可,禁煙・喫煙,可　(アイコス、プルームテック等の電子タバコのみ),駐車場,—,Wifi・無線LAN,あり,外国語メニュー,なし,ホームページ,https://maid.conceptcafe.jp/
